RESULT	增救.v 2100005001	救 1.0	保护 0.9	杀 0.8	护 0.7	接 0.6	放 0.5	保住 0.3999999999999999	延接 0.29999999999999993	生杀 0.19999999999999996
RESULT	标准.v 2102005047	标准 1.0	员 0.9	部 0.8	标 0.7	师 0.6	性 0.5	准则 0.3999999999999999	质量 0.29999999999999993	规范 0.19999999999999996	指标 0.09999999999999998
RESULT	标准.v 2102005057	标准 1.0	标 0.9	准 0.8	量 0.7	数 0.6	质 0.5	准则 0.3999999999999999	质量 0.29999999999999993	方法 0.19999999999999996	精度 0.09999999999999998
RESULT	标准.v 2102005061	标准 1.0	的 0.9	高 0.8	新 0.7	精细 0.6	规范 0.5	专业 0.3999999999999999	标杆 0.29999999999999993	准确 0.19999999999999996	产品 0.09999999999999998
RESULT	标准.v 2102005073	法 1.0	章 0.9	标准 0.8	法律 0.7	规章 0.6	据 0.5	规范 0.3999999999999999	规程 0.29999999999999993	规 0.19999999999999996	证 0.09999999999999998
RESULT	标准.v 2102009024	标准 1.0	标 0.9	准 0.8	法 0.7	规 0.6	线 0.5	准则 0.3999999999999999	规范 0.29999999999999993	要求 0.19999999999999996	规程 0.09999999999999998
RESULT	标准.v 2102010027	标准 1.0	准 0.9	标 0.8	原 0.7	同 0.6	总 0.5	规定 0.3999999999999999	基准 0.29999999999999993	测量 0.19999999999999996	校准 0.09999999999999998
RESULT	标准.v 2102011001	标准 1.0	标 0.9	说 0.8	我 0.7	例 0.6	规 0.5	准则 0.3999999999999999	原则 0.29999999999999993	尺寸 0.19999999999999996	规范 0.09999999999999998
RESULT	标准.v 2102012002	标准 1.0	原 0.9	标 0.8	新 0.7	照 0.6	准 0.5	规范 0.3999999999999999	规定 0.29999999999999993	规格 0.19999999999999996	合格 0.09999999999999998
RESULT	标准.v 2105008007	标准 1.0	标 0.9	准 0.8	了 0.7	钱 0.6	的 0.5	水准 0.3999999999999999	要求 0.29999999999999993	准则 0.19999999999999996	高度 0.09999999999999998
RESULT	严格.v 2101007014	严格 1.0	严 0.9	重 0.8	强 0.7	格 0.6	严厉 0.5	严肃 0.3999999999999999	强化 0.29999999999999993	加强 0.19999999999999996	规范 0.09999999999999998
RESULT	严格.v 2101033004	严格 1.0	好 0.9	新 0.8	严 0.7	强 0.6	格 0.5	严密 0.3999999999999999	严谨 0.29999999999999993	完善 0.19999999999999996	规格 0.09999999999999998
RESULT	严格.v 2102009019	严格 1.0	严 0.9	格 0.8	为 0.7	在 0.6	并 0.5	严厉 0.3999999999999999	严肃 0.29999999999999993	认真 0.19999999999999996	规格 0.09999999999999998
RESULT	质量管理.v 2101007015	管理 1.0	质量 0.9	质检 0.8	监管 0.7	控制 0.6	监督 0.5	经营 0.3999999999999999	审核 0.29999999999999993	审批 0.19999999999999996	生产 0.09999999999999998
RESULT	质量管理.v 2101033006	管理 1.0	质量 0.9	生产 0.8	质检 0.7	质控 0.6	监管 0.5	控制 0.3999999999999999	监督 0.29999999999999993	审核 0.19999999999999996	安全 0.09999999999999998
RESULT	质量管理.v 2101041019	管理 1.0	质量 0.9	质检 0.8	监督 0.7	监管 0.6	生产 0.5	检查 0.3999999999999999	控制 0.29999999999999993	经营 0.19999999999999996	量产 0.09999999999999998
RESULT	质量管理.v 2102005051	质量 1.0	管理 0.9	质检 0.8	技术 0.7	产品 0.6	生产 0.5	安全 0.3999999999999999	工艺 0.29999999999999993	品质 0.19999999999999996	标准 0.09999999999999998
RESULT	质量管理.v 2102005062	管理 1.0	质量 0.9	质控 0.8	质检 0.7	生产 0.6	工作 0.5	控制 0.3999999999999999	操作 0.29999999999999993	工艺 0.19999999999999996	技术 0.09999999999999998
RESULT	摸索.v 2101007017	摸索 1.0	走 0.9	索 0.8	迈 0.7	摸 0.6	推 0.5	探索 0.3999999999999999	开辟 0.29999999999999993	走索 0.19999999999999996	培育 0.09999999999999998
RESULT	出.v 2101007018	出 1.0	了 0.9	走出 0.8	岀 0.7	起 0.6	推出 0.5	开出 0.3999999999999999	完成 0.29999999999999993	成为 0.19999999999999996	成 0.09999999999999998
RESULT	出.v 2101015021	出 1.0	出来 0.9	出去 0.8	起来 0.7	闯出 0.6	荡出 0.5	进出 0.3999999999999999	打出 0.29999999999999993	得出 0.19999999999999996	走出 0.09999999999999998
RESULT	出.v 2102010032	出 1.0	了 0.9	约 0.8	过 0.7	加 0.6	近 0.5	于 0.3999999999999999	大 0.29999999999999993	一点 0.19999999999999996	一个 0.09999999999999998
RESULT	出.v 2106004009	出 1.0	出来 0.9	出出 0.8	岀 0.7	露出 0.6	道出 0.5	明白 0.3999999999999999	明确 0.29999999999999993	理出 0.19999999999999996	明了 0.09999999999999998
RESULT	出.v 2106004018	出 1.0	了 0.9	出来 0.8	现代 0.7	现在 0.6	映出 0.5	明了 0.3999999999999999	着 0.29999999999999993	得出 0.19999999999999996	现今 0.09999999999999998
RESULT	兴.v 2101007023	兴 1.0	新兴 0.9	兴城 0.8	强 0.7	不兴 0.6	大于 0.5	大兴 0.3999999999999999	大城 0.29999999999999993	兴兴 0.19999999999999996	进 0.09999999999999998
RESULT	兴.v 2101045004	兴 1.0	兴衰 0.9	衰 0.8	盛 0.7	荣 0.6	繁荣 0.5	兴兴 0.3999999999999999	发展 0.29999999999999993	盛衰 0.19999999999999996	起兴 0.09999999999999998
RESULT	兴.v 2101045011	兴 1.0	兴起 0.9	衰 0.8	荣 0.7	盛 0.6	旺 0.5	盛起 0.3999999999999999	崛起 0.29999999999999993	繁荣 0.19999999999999996	盛时 0.09999999999999998
RESULT	振兴.v 2101007027	振兴 1.0	新 0.9	好 0.8	兴 0.7	大 0.6	发展 0.5	繁荣 0.3999999999999999	复兴 0.29999999999999993	经营 0.19999999999999996	创新 0.09999999999999998
RESULT	振兴.v 2102016019	振兴 1.0	兴 0.9	强 0.8	振 0.7	赢 0.6	胜 0.5	复兴 0.3999999999999999	发展 0.29999999999999993	升华 0.19999999999999996	繁荣 0.09999999999999998
RESULT	路.v 2101007029	路 1.0	道路 0.9	道 0.8	大路 0.7	之路 0.6	途径 0.5	方向 0.3999999999999999	途 0.29999999999999993	大道 0.19999999999999996	策 0.09999999999999998
RESULT	淡漠.v 2101008006	淡漠 1.0	淡 0.9	低 0.8	好 0.7	差 0.6	高 0.5	漠视 0.3999999999999999	冷漠 0.29999999999999993	浅薄 0.19999999999999996	淡淡 0.09999999999999998
RESULT	有所.v 2101008008	有所 1.0	有 0.9	所 0.8	不 0.7	无 0.6	没 0.5	无所 0.3999999999999999	有些 0.29999999999999993	没有 0.19999999999999996	多所 0.09999999999999998
RESULT	有所.v 2101010018	有所 1.0	有 0.9	所 0.8	以 0.7	的 0.6	多 0.5	有些 0.3999999999999999	多所 0.29999999999999993	一所 0.19999999999999996	得到 0.09999999999999998
RESULT	精品.v 2101008015	精品 1.0	品 0.9	新 0.8	美 0.7	高 0.6	人 0.5	品牌 0.3999999999999999	产品 0.29999999999999993	高端 0.19999999999999996	精神 0.09999999999999998
RESULT	精品.v 2101044024	精品 1.0	小 0.9	书 0.8	之 0.7	的 0.6	大 0.5	礼品 0.3999999999999999	珍品 0.29999999999999993	艺术 0.19999999999999996	商品 0.09999999999999998
RESULT	意识.v 2101008016	意识 1.0	锁 0.9	化 0.8	性 0.7	感 0.6	牌 0.5	认识 0.3999999999999999	知识 0.29999999999999993	精神 0.19999999999999996	认知 0.09999999999999998
RESULT	意识.v 2101019008	意识 1.0	感 0.9	的 0.8	了 0.7	啊 0.6	心 0.5	认识 0.3999999999999999	感觉 0.29999999999999993	知识 0.19999999999999996	精神 0.09999999999999998
RESULT	意识.v 2102005010	意识 1.0	观 0.9	感 0.8	制 0.7	知 0.6	化 0.5	知识 0.3999999999999999	认识 0.29999999999999993	认知 0.19999999999999996	精神 0.09999999999999998
RESULT	意识.v 2102007011	意识 1.0	感 0.9	观 0.8	心 0.7	性 0.6	意 0.5	认识 0.3999999999999999	知识 0.29999999999999993	信心 0.19999999999999996	认知 0.09999999999999998
RESULT	大潮.v 2101008021	大潮 1.0	潮 0.9	之 0.8	当 0.7	大 0.6	途 0.5	浪潮 0.3999999999999999	高潮 0.29999999999999993	大浪 0.19999999999999996	过程 0.09999999999999998
RESULT	弄潮.v 2101008023	弄潮 1.0	弄 0.9	， 0.8	要 0.7	的 0.6	也 0.5	浪潮 0.3999999999999999	创新 0.29999999999999993	冒险 0.19999999999999996	翻滚 0.09999999999999998
RESULT	付出.v 2101008024	付出 1.0	出 0.9	付 0.8	的 0.7	尽 0.6	和 0.5	支出 0.3999999999999999	打出 0.29999999999999993	投出 0.19999999999999996	不出 0.09999999999999998
RESULT	代价.v 2101008025	代价 1.0	价 0.9	后 0.8	钱 0.7	， 0.6	代 0.5	价值 0.3999999999999999	代偿 0.29999999999999993	努力 0.19999999999999996	报价 0.09999999999999998
RESULT	得来.v 2101008027	得来 1.0	得 0.9	来 0.8	有 0.7	获 0.6	得到 0.5	到 0.3999999999999999	获得 0.29999999999999993	取来 0.19999999999999996	带来 0.09999999999999998
RESULT	从中.v 2101009000	从中 1.0	而 0.9	但 0.8	让 0.7	当 0.6	从 0.5	同时 0.3999999999999999	这里 0.29999999999999993	因此 0.19999999999999996	其实 0.09999999999999998
RESULT	感悟.v 2101009003	感悟 1.0	看 0.9	感 0.8	悟 0.7	学 0.6	听 0.5	感受 0.3999999999999999	感觉 0.29999999999999993	体悟 0.19999999999999996	领悟 0.09999999999999998
RESULT	相信.v 2101009007	相信 1.0	信 0.9	的 0.8	讲 0.7	靠 0.6	怕 0.5	不信 0.3999999999999999	认为 0.29999999999999993	信任 0.19999999999999996	信赖 0.09999999999999998
RESULT	相信.v 2101009010	相信 1.0	信 0.9	怕 0.8	是 0.7	靠 0.6	用 0.5	不信 0.3999999999999999	信任 0.29999999999999993	承认 0.19999999999999996	喜欢 0.09999999999999998
RESULT	相信.v 2101010014	相信 1.0	相 0.9	信 0.8	将 0.7	也 0.6	定 0.5	绝对 0.3999999999999999	相许 0.29999999999999993	信息 0.19999999999999996	相望 0.09999999999999998
RESULT	眼泪.v 2101009011	眼泪 1.0	泪 0.9	钱 0.8	爱 0.7	哭 0.6	泪水 0.5	血 0.3999999999999999	哭泣 0.29999999999999993	泪眼 0.19999999999999996	血泪 0.09999999999999998
RESULT	撰写.v 2101010003	撰写 1.0	写 0.9	撰 0.8	编 0.7	作 0.6	书 0.5	编写 0.3999999999999999	书写 0.29999999999999993	创作 0.19999999999999996	抄写 0.09999999999999998
RESULT	寄.v 2101010010	寄 1.0	转寄 0.9	邮寄 0.8	寄送 0.7	再寄 0.6	寄给 0.5	赠送 0.3999999999999999	转发 0.29999999999999993	发送 0.19999999999999996	转交 0.09999999999999998
RESULT	读者.v 2101010017	读者 1.0	你 0.9	您 0.8	我 0.7	人 0.6	其 0.5	作者 0.3999999999999999	你们 0.29999999999999993	译者 0.19999999999999996	大家 0.09999999999999998
RESULT	启迪.v 2101010019	启迪 1.0	启 0.9	助 0.8	益 0.7	用 0.6	帮 0.5	启发 0.3999999999999999	帮助 0.29999999999999993	裨益 0.19999999999999996	鼓励 0.09999999999999998
RESULT	叫.v 2101012001	叫 1.0	名叫 0.9	又叫 0.8	就是 0.7	是 0.6	姓张 0.5	说是 0.3999999999999999	又名 0.29999999999999993	又是 0.19999999999999996	姓 0.09999999999999998
RESULT	叫.v 2101039014	叫 1.0	叫做 0.9	是 0.8	又叫 0.7	名叫 0.6	名 0.5	就是 0.3999999999999999	只是 0.29999999999999993	里 0.19999999999999996	又 0.09999999999999998
RESULT	祖祖辈辈.v 2101012008	祖祖辈辈 1.0	祖辈 0.9	祖父 0.8	祖母 0.7	辈辈 0.6	父母 0.5	爷爷 0.3999999999999999	永远 0.29999999999999993	父亲 0.19999999999999996	一直 0.09999999999999998
RESULT	生活.v 2101012009	生活 1.0	住 0.9	生 0.8	活 0.7	都 0.6	养 0.5	居住 0.3999999999999999	活活 0.29999999999999993	出生 0.19999999999999996	生长 0.09999999999999998
RESULT	生活.v 2102001000	生活 1.0	其 0.9	活 0.8	家 0.7	当 0.6	生 0.5	工作 0.3999999999999999	现实 0.29999999999999993	活动 0.19999999999999996	社会 0.09999999999999998
RESULT	看.v 2101013000	看 1.0	看完 0.9	看到 0.8	看过 0.7	读 0.6	听 0.5	写 0.3999999999999999	阅 0.29999999999999993	见 0.19999999999999996	睇 0.09999999999999998
RESULT	看.v 2101026001	看 1.0	看到 0.9	看见 0.8	看着 0.7	见到 0.6	不见 0.5	见 0.3999999999999999	不让 0.29999999999999993	瞧 0.19999999999999996	听 0.09999999999999998
RESULT	启事.v 2101013010	启事 1.0	启 0.9	了 0.8	后 0.7	啦 0.6	公告 0.5	通知 0.3999999999999999	啓事 0.29999999999999993	征文 0.19999999999999996	通告 0.09999999999999998
RESULT	想.v 2101013013	想 1.0	不想 0.9	只想 0.8	算是 0.7	许会 0.6	好好 0.5	还是 0.3999999999999999	不敢 0.29999999999999993	不能 0.19999999999999996	要 0.09999999999999998
RESULT	想.v 2104014012	想 1.0	想买 0.9	再想 0.8	怎么 0.7	不想 0.6	连 0.5	就是 0.3999999999999999	要 0.29999999999999993	就 0.19999999999999996	该 0.09999999999999998
RESULT	说.v 2101013014	说 1.0	说说 0.9	再说 0.8	说明 0.7	来说 0.6	要说 0.5	吐槽 0.3999999999999999	唠叨 0.29999999999999993	问 0.19999999999999996	写下 0.09999999999999998
RESULT	说.v 2101019000	说 1.0	再说 0.9	可说 0.8	不说 0.7	说说 0.6	但是 0.5	还是 0.3999999999999999	不过 0.29999999999999993	还算 0.19999999999999996	老 0.09999999999999998
RESULT	说.v 2101021002	说 1.0	说说 0.9	不说 0.8	所说 0.7	表示 0.6	提过 0.5	自己 0.3999999999999999	提醒 0.29999999999999993	所言 0.19999999999999996	笑话 0.09999999999999998
RESULT	说.v 2101023002	说 1.0	叫 0.9	夸 0.8	问 0.7	是 0.6	喊 0.5	称 0.3999999999999999	夸张 0.29999999999999993	赞叹 0.19999999999999996
RESULT	说.v 2101042008	说 1.0	不说 0.9	要说 0.8	问题 0.7	别说 0.6	好说 0.5	放心 0.3999999999999999	硬说 0.29999999999999993	放过 0.19999999999999996	要求 0.09999999999999998
RESULT	几句.v 2101013015	几句 1.0	句 0.9	说 0.8	些 0.7	几 0.6	下 0.5	一句 0.3999999999999999	两句 0.29999999999999993	三句 0.19999999999999996	数句 0.09999999999999998
RESULT	位于.v 2101014003	位于 1.0	在 0.9	位 0.8	处 0.7	于 0.6	是 0.5	处于 0.3999999999999999	位处 0.29999999999999993	位置 0.19999999999999996	地处 0.09999999999999998
RESULT	地区.v 2101014009	地区 1.0	地 0.9	的 0.8	区 0.7	洲 0.6	县 0.5	地带 0.3999999999999999	地域 0.29999999999999993	区区 0.19999999999999996	区域 0.09999999999999998
RESULT	腹地.v 2101014010	腹地 1.0	内 0.9	地 0.8	中 0.7	腹 0.6	的 0.5	腹部 0.3999999999999999	盆地 0.29999999999999993	背地 0.19999999999999996	心地 0.09999999999999998
RESULT	早先.v 2101014012	早先 1.0	先 0.9	早 0.8	原 0.7	又 0.6	初 0.5	早前 0.3999999999999999	原先 0.29999999999999993	早期 0.19999999999999996	先前 0.09999999999999998
RESULT	水陆码头.v 2101014014	码头 1.0	水陆 0.9	港口 0.8	渔港 0.7	海港 0.6	航道 0.5	船坞 0.3999999999999999	水路 0.29999999999999993	泊头 0.19999999999999996	渡口 0.09999999999999998
RESULT	交通.v 2101014016	交通 1.0	通 0.9	交 0.8	很 0.7	路 0.6	较 0.5	通商 0.3999999999999999	交流 0.29999999999999993	通行 0.19999999999999996	通航 0.09999999999999998
RESULT	方便.v 2101014017	方便 1.0	便 0.9	方 0.8	便利 0.7	利 0.6	好 0.5	畅 0.3999999999999999	便捷 0.29999999999999993	顺利 0.19999999999999996	利便 0.09999999999999998
RESULT	历来.v 2101014019	历来 1.0	早 0.9	也 0.8	故 0.7	本 0.6	来 0.5	从来 0.3999999999999999	本来 0.29999999999999993	自古 0.19999999999999996	自来 0.09999999999999998
RESULT	传统.v 2101014024	传统 1.0	人 0.9	传 0.8	风 0.7	俗 0.6	业 0.5	风俗 0.3999999999999999	风气 0.29999999999999993	历史 0.19999999999999996	统统 0.09999999999999998
RESULT	改革开放.v 2101015000	改革 1.0	改革开放 0.9	开放 0.8	开国 0.7	建国 0.6	革命 0.5	建党 0.3999999999999999	解放 0.29999999999999993	开埠 0.19999999999999996	创业 0.09999999999999998
RESULT	如鱼得水.v 2101015006	如鱼得水 1.0	吃苦 0.9	很好 0.8	不错 0.7	好客 0.6	善良 0.5	这样 0.3999999999999999	能干 0.29999999999999993	似水 0.19999999999999996	不俗 0.09999999999999998
RESULT	加上.v 2101015008	加上 1.0	加 0.9	上 0.8	又 0.7	且 0.6	因 0.5	配上 0.3999999999999999	综上 0.29999999999999993	加之 0.19999999999999996	参上 0.09999999999999998
RESULT	做生意.v 2101015009	做事 1.0	生意 0.9	做人 0.8	经营 0.7	办事 0.6	创业 0.5	营销 0.3999999999999999	干活 0.29999999999999993	卖货 0.19999999999999996	打工 0.09999999999999998
RESULT	脑瓜.v 2101015010	脑瓜 1.0	脑 0.9	瓜 0.8	机 0.7	很 0.6	脑子 0.5	头 0.3999999999999999	脑袋 0.29999999999999993	腦瓜 0.19999999999999996	头脑 0.09999999999999998
RESULT	灵.v 2101015011	灵 1.0	灵活 0.9	聪明 0.8	精灵 0.7	不灵 0.6	都灵 0.5	一样 0.3999999999999999	活泼 0.29999999999999993	一个 0.19999999999999996	聪慧 0.09999999999999998
RESULT	能.v 2101015013	能 1.0	能够 0.9	不能 0.8	并能 0.7	会 0.6	肯 0.5	就是 0.3999999999999999	敢 0.29999999999999993	不会 0.19999999999999996	真会 0.09999999999999998
RESULT	能.v 2101040017	能 1.0	能够 0.9	可以 0.8	不能 0.7	可能 0.6	一定 0.5	没有 0.3999999999999999	很好 0.29999999999999993	很难 0.19999999999999996	容易 0.09999999999999998
RESULT	吃苦.v 2101015014	吃苦 1.0	吃 0.9	干 0.8	赚 0.7	做 0.6	拼 0.5	挖苦 0.3999999999999999	受苦 0.29999999999999993	赚钱 0.19999999999999996	挣钱 0.09999999999999998
RESULT	一下.v 2101015016	一下 1.0	下 0.9	早 0.8	也 0.7	这 0.6	上 0.5	一上 0.3999999999999999	二下 0.29999999999999993	当下 0.19999999999999996	两下 0.09999999999999998
RESULT	一下.v 2101024002	一下 1.0	也 0.9	下 0.8	早 0.7	上 0.6	我 0.5	一上 0.3999999999999999	很快 0.29999999999999993	二下 0.19999999999999996	接下 0.09999999999999998
RESULT	闯.v 2101015020	闯 1.0	闯出 0.9	打造 0.8	打拼 0.7	闯荡 0.6	大大 0.5	地区 0.3999999999999999	创造 0.29999999999999993	打 0.19999999999999996	创建 0.09999999999999998
RESULT	名气.v 2101015023	名气 1.0	名 0.9	天 0.8	钱 0.7	气 0.6	大 0.5	名声 0.3999999999999999	声名 0.29999999999999993	名字 0.19999999999999996	声气 0.09999999999999998
RESULT	全国各地.v 2101015025	全国 1.0	各地 0.9	全省 0.8	所有 0.7	很多 0.6	全部 0.5	大批 0.3999999999999999	当地 0.29999999999999993	大量 0.19999999999999996	广大 0.09999999999999998
RESULT	客商.v 2101015027	客商 1.0	客 0.9	人 0.8	商 0.7	户 0.6	钱 0.5	客户 0.3999999999999999	客人 0.29999999999999993	商人 0.19999999999999996	人民 0.09999999999999998
RESULT	都.v 2101015028	都 1.0	都都 0.9	全都 0.8	纷纷 0.7	均 0.6	一下 0.5	也 0.3999999999999999	一定 0.29999999999999993	还是 0.19999999999999996	皆 0.09999999999999998
RESULT	都.v 2101023001	都 1.0	总是 0.9	一直 0.8	都会 0.7	常常 0.6	经常 0.5	开始 0.3999999999999999	还 0.29999999999999993	这样 0.19999999999999996	这么 0.09999999999999998
RESULT	都.v 2101028011	都 1.0	还要 0.9	更加 0.8	更是 0.7	还 0.6	更为 0.5	真是 0.3999999999999999	真的 0.29999999999999993	更 0.19999999999999996	就是 0.09999999999999998
RESULT	都.v 2101033025	都 1.0	都会 0.9	全都 0.8	全部 0.7	一定 0.6	不会 0.5	总是 0.3999999999999999	一样 0.29999999999999993	总会 0.19999999999999996	也 0.09999999999999998
RESULT	都.v 2101038002	都 1.0	都都 0.9	都会 0.8	中都 0.7	还是 0.6	就是 0.5	全都 0.3999999999999999	的确 0.29999999999999993	也 0.19999999999999996	是否 0.09999999999999998
RESULT	都.v 2101038008	都 1.0	都都 0.9	也 0.8	就是 0.7	还是 0.6	不是 0.5	事情 0.3999999999999999	就 0.29999999999999993	点儿 0.19999999999999996	还 0.09999999999999998
RESULT	都.v 2101040016	都 1.0	都都 0.9	一定 0.8	还是 0.7	全都 0.6	几乎 0.5	大都 0.3999999999999999	一样 0.29999999999999993	总是 0.19999999999999996	就是 0.09999999999999998
RESULT	都.v 2101040021	都 1.0	都都 0.9	特别 0.8	就是 0.7	一样 0.6	非常 0.5	而且 0.3999999999999999	还是 0.29999999999999993	一直 0.19999999999999996	也 0.09999999999999998
RESULT	都.v 2102005071	都 1.0	都都 0.9	全都 0.8	全部 0.7	必须 0.6	均 0.5	完全 0.3999999999999999	中都 0.29999999999999993	必然 0.19999999999999996	一律 0.09999999999999998
RESULT	都.v 2102008026	都 1.0	都都 0.9	均 0.8	全部 0.7	保持 0.6	全都 0.5	一直 0.3999999999999999	分别 0.29999999999999993	安排 0.19999999999999996	设立 0.09999999999999998
RESULT	愿.v 2101015029	愿 1.0	愿意 0.9	喜欢 0.8	欢迎 0.7	来 0.6	想 0.5	希望 0.3999999999999999	纷纷 0.29999999999999993	能 0.19999999999999996	欢 0.09999999999999998
RESULT	实话.v 2101019001	实话 1.0	吧 0.9	实 0.8	来 0.7	了 0.6	谎 0.5	真话 0.3999999999999999	虚话 0.29999999999999993	谎话 0.19999999999999996	真的 0.09999999999999998
RESULT	真.v 2101019004	真 1.0	真的 0.9	真是 0.8	真真 0.7	确实 0.6	的确 0.5	也 0.3999999999999999	实在 0.29999999999999993	就是 0.19999999999999996	好像 0.09999999999999998
