RESULT	增救.v 2100005001	救 2.360103017165401	保护 1.7931066188209615	保住 1.736622187260124	杀 1.544793045988785	生杀 1.5016750371595946	护 1.4228846120780734	放 1.4215957318614216	接 1.3371678831635874	延接 1.3201661652760588
RESULT	优势.v 2101004011	优点 2.228184601653386	好处 2.1775272753760992	特色 2.0927925053211847	强势 2.0331947388248737	劣势 2.0079871269720844	特点 2.0051323702759642	利益 1.995418031404517	利弊 1.938858355280405	强项 1.8878535472010327	利 1.8484602782047768
RESULT	改革.v 2101005001	变革 1.8516816821028381	革命 1.7974648555431387	革新 1.7429811408811653	建国 1.7246312426944885	转型 1.6885498928500582	创新 1.6390058597814312	改改 1.6371279033341497	整改 1.6271503293523164	开放 1.622578726758976	建党 1.6218480784422287
RESULT	当时.v 2101005005	那时 1.891406946635039	此时 1.779881637553093	其时 1.7778814541621901	当年 1.7698148076637512	当初 1.757207678991046	这时 1.6885344864508038	现在 1.6663656243075806	时代 1.6573902564549496	时 1.6429657417225476	如今 1.6429079750474473
RESULT	属.v 2101005006	属于 2.179555133724787	是 2.0711304740417424	尚属 2.0482372997930467	还是 1.9844680871603158	处于 1.9259613701118778	又是 1.887349073500458	正是 1.8840748743059297	乃 1.8709099540171004	隶属 1.8685538763566742	已是 1.8556002868151635
RESULT	短缺.v 2101005007	紧缺 1.911083446603205	缺货 1.8277657869559933	缺粮 1.8151309297389138	贫乏 1.712079025763737	贫困 1.6902082682139488	缺料 1.6687800139518547	贫穷 1.6663619936569214	粗放 1.6622578217418416	紧张 1.6005792735106978	宽裕 1.5788692307577117
RESULT	又是.v 2101005012	又 1.8392154421231426	还是 1.837112859519847	就是 1.8351041107350303	却是 1.7888432631351736	是 1.7792135229106514	只是 1.7737170439443473	便是 1.7547498379183972	更是 1.7354086079568818	也 1.711802635070135	刚 1.6477146193879686
RESULT	刚.v 2101005013	刚刚 2.022940664404133	刚才 1.8741015858203505	正 1.7475213125496303	已 1.717589043711468	已经 1.6927426104992884	正在 1.6846500105786475	甫 1.6613224633328734	完全 1.6191214949419501	先 1.608054904599463	迅速 1.6021716245713151
RESULT	撂下.v 2101005014	放下 2.096674870163304	扔下 2.0593827370177586	抛下 2.0508309047917486	扛下 2.0294632482347583	丢下 2.0144374061558503	摔下 2.009008508750725	砍下 1.9975542859801139	搬下 1.9850434659514327	拿下 1.9434853146271447	撒下 1.9106237678311215
RESULT	锄头.v 2101005015	犁头 1.8155061837320312	斧头 1.773589328082381	铲子 1.714373900808134	犁耙 1.6941998373123408	耙子 1.6914228013571027	铲头 1.6815086803336161	锤子 1.6413825888120435	斧子 1.6362623205088396	砖头 1.6341089224501117	锤头 1.6327663618404844
RESULT	缝纫机.v 2101005019	缝纫 1.9829272371435565	纺机 1.8104057275272063	织机 1.797173551295528	纺纱 1.673129272677791	磨机 1.6605245139231486	纺织 1.655300205455771	针织 1.6533540658096686	缝线 1.6418613040339503	机械 1.6204371442104581	剪纸 1.6125298801015289
RESULT	火爆.v 2101005025	繁荣 1.8958676380209853	红火 1.8838176571855683	火热 1.8755095919081142	热闹 1.8638259627294242	爆炸 1.8573543713078895	爆发 1.8300993039461588	兴旺 1.7942172066282709	活跃 1.7941683132147033	火灾 1.7513338252253803	繁盛 1.7475307071203978
RESULT	掩盖.v 2101005026	掩饰 1.9742468316076067	掩蔽 1.880673583503856	遮掩 1.8656569146305748	遮盖 1.8501620658717597	遮蔽 1.813837085380069	隐藏 1.7797237639180428	隐蔽 1.7771604287622846	覆盖 1.75947819165774	蒙蔽 1.7120136590886332	揭示 1.681772437672577
RESULT	潜在.v 2101005028	潜伏 1.7356555701418674	可能 1.7221207289438634	隐藏 1.7150584001616798	存在 1.6623221728305735	内在 1.6211605005597771	巨大 1.5581080051175917	现有 1.5571791913383448	现在 1.5353513496380702	真正 1.528067087778209	可怕 1.524731898777565
RESULT	危机.v 2101005031	问题 1.7970584297560281	风险 1.7618771466270156	困境 1.7227701776018787	危险 1.7185254848871774	灾难 1.7101263106656754	恐慌 1.6915304445324804	威胁 1.6889298313638328	忧患 1.667274784593104	危害 1.654717510596799	困难 1.6332998343936778
RESULT	萧条.v 2101006002	衰退 2.818701751911883	崩溃 2.683145276871301	萎缩 2.6802206898745515	衰落 2.611933842648437	危机 2.532089494922538	崩盘 2.5211546486792056	衰败 2.520866763896708	萎靡 2.4633585490778906	寒冷 2.3563245632653453	萧索 2.2537652520288898
RESULT	重新.v 2101006007	再次 2.6312147747888153	再度 2.5423963158719123	重复 2.3419572080461117	再 2.29562281799145	重重 2.2580774486511523	反复 2.1965544316322165	一再 2.1846740279282333	仔细 2.1648589860349916	恢复 2.156862203137396	首次 2.1441885660914286
RESULT	重新.v 2102012010	再次 2.41389354651056	再 2.308511629564927	重复 2.1321252970266533	进行 2.1240205890547186	再度 2.0790178305415	继续 1.8827821257515711	全部 1.865763157756036	开始 1.8633030272192657	后 1.8608128744687287	立即 1.824952512503326
RESULT	重新.v 2103024020	再次 2.7419415757597836	一次 2.4811927021718603	重复 2.430281851856569	再 2.4080282627178544	再度 2.396734776274512	又 2.355865234380647	回来 2.2428371752109904	重 2.1892971391810807	次 2.18449580986085	另外 2.1769820845951817
RESULT	审视.v 2101006008	检视 2.745436298522109	思考 2.6884219046852635	考虑 2.5636663355901605	回顾 2.5555998469095322	看待 2.5166192908298775	观察 2.489639678272014	思索 2.4865951081866244	考察 2.4778489264096724	评估 2.471884030696199	反思 2.4711074605585894
RESULT	认识.v 2101006012	意识 2.9985485054720504	了解 2.5945295443737386	注意 2.5077246941349225	认知 2.4948672526589615	觉悟 2.4683246806838257	理解 2.4613948065818114	觉察 2.4525681943280015	体会 2.450828284278232	见识 2.4427211623178406	知识 2.434458706746831
RESULT	认识.v 2101008009	了解 2.6878158246632027	认知 2.685860169742046	理解 2.587942534898401	意识 2.5478856250570816	感知 2.5194328534182833	知识 2.5057502068241457	觉悟 2.4945221067222674	觉察 2.4681329577714464	知觉 2.4151421190964943	感悟 2.4034314178026603
RESULT	字.v 2101006016	词 2.574066129057742	十字 2.1024821452505456	人 2.0586726658923142	小字 2.0489770735280817	人字 2.0351633939048344	书 1.8293379416115911	十年 1.7950846988617772	句 1.7638974470028417	也 1.7432032864278737	都 1.739313910612211
RESULT	字.v 2101029013	词 1.8932532532409727	大字 1.582241751486799	名字 1.5608125740232286	元 1.5352329305784809	名词 1.5242382814073767	十字 1.4937599004593258	位 1.4679036767284783	部分 1.4674022484340008	名 1.4233662948971146	元素 1.41961333125857
RESULT	重.v 2101006021	力 2.7158032631099935	大 2.6364189995101643	巨 2.396386867505161	量 2.3076328662416468	轻 2.1918649334587545	厚 2.0825530650923216	多 2.0181443210252406	巨大 2.00546213471108	千重 1.980564668583849	轻重 1.9632581655474386
RESULT	党委.v 2101007003	党 2.6921576508264375	市委 2.652585302225537	县委 2.6349031924963855	党组 2.6146001735952793	党部 2.6079023951886584	区委 2.6055399222042244	委 2.5540455500788553	政委 2.4980188952568683	村委 2.474642242218645	领导 2.4307424169752285
RESULT	组建.v 2101007006	成立 3.0337535346992057	建立 2.990193139691102	创建 2.864949285285268	创办 2.8461627040168067	组成 2.837353435836443	设立 2.8301869426270434	构建 2.7681901452105433	建设 2.7618205075328985	筹建 2.7596871410306876	创立 2.7481640869186355
RESULT	组建.v 2101032001	成立 2.6371910180700655	建立 2.364138613906056	组成 2.211191333677155	创建 2.211053882651855	创办 2.20845283528291	创立 2.128737026918747	建 2.064475063127399	建起 2.0636331343682803	兴建 1.999144808984905	筹建 1.9860610416916937
RESULT	统一.v 2101007010	统筹 2.6163972537136875	整合 2.5447004344626114	一统 2.5397187750017958	确立 2.488006071520256	整顿 2.431717048069581	调整 2.4162316419362786	联合 2.4060858510349474	确定 2.3995896596565496	一致 2.3760346143615827	普及 2.374236354720001
RESULT	标准.v 2101007012	指标 2.688340540788461	要求 2.662516034787761	规范 2.656980442358344	准则 2.6538945316529565	水准 2.635761326822494	水平 2.6329994109569053	方针 2.4936336884787327	标签 2.479378651603265	尺度 2.4647767418739215	政策 2.4558189224445828
RESULT	标准.v 2101038005	标签 1.8287512965850081	标 1.8108055160712702	标志 1.7595236719626675	规范 1.7131444918063141	规格 1.7042362129996702	的 1.690697122578129	准则 1.657268518605193	品牌 1.596198117695697	规则 1.5903135203899466	尺寸 1.5637679779681946
RESULT	标准.v 2102005047	规范 3.12189238852428	水准 3.1066642899795402	质量 3.089744491130663	准则 3.08667768340095	标志 3.086436716181812	标识 3.0852211122883344	指标 3.067366001677029	水平 3.0486072984080934	要求 3.0149907191514607	品质 2.993772561377085
RESULT	标准.v 2102005057	规范 3.14677013598215	准则 3.130946130972703	水准 3.0925213578427386	规程 3.077135468049259	质量 3.05552786243529	目标 3.054510476521696	方法 3.038621998416615	指标 3.038221903750916	水平 3.014889370228809	方式 3.007950431334146
RESULT	标准.v 2102005061	规范 3.031668094477015	标杆 3.0197816822781873	系统 2.9645777846034074	准确 2.959739634031801	产品 2.951513486325594	科学 2.948177774641377	标签 2.941952176735169	严格 2.940981038748442	技术 2.935687633428634	企业 2.93374269671389
RESULT	标准.v 2102005073	准则 3.1105781599915323	规范 3.0632449581822496	标尺 3.052159365515633	质量 3.007396118113323	规程 3.0001374729388006	规章 2.997129473894613	制度 2.977977665673119	标志 2.96559379845005	依据 2.9402364497140927	法规 2.9269499007902597
RESULT	标准.v 2102009024	准则 2.7992111495421184	规范 2.796653226063457	要求 2.7447174366351126	水准 2.6977923174783114	规定 2.654676293994899	水平 2.6194975319565272	规程 2.618525100894313	标签 2.6179057635238063	标 2.583337875610825	尺度 2.568600980265906
RESULT	标准.v 2102010027	常规 2.3297757356897373	基准 2.3236086220500787	正常 2.3183972524142145	正规 2.2510816772051547	规定 2.176931533482464	原始 2.165680898385462	规格 2.1612423893797588	标 2.1542096484822486	原 2.1510609568998187	校准 2.147620661828722
RESULT	标准.v 2102011001	规范 2.356384062591781	规定 2.286185383674956	常规 2.2666068422126386	准则 2.104806208602679	原则 2.069018379736258	设计 2.0048122603504432	要求 1.983729517454021	水平 1.9477808507879733	测试 1.8977543051482832	常识 1.8513167617223363
RESULT	标准.v 2102012002	规范 2.3223874140116108	规格 2.3151602977799692	规定 2.2793603794379966	标定 2.1676322397567747	准 2.106539811337321	正常 2.082344438058169	正规 2.0806681238342057	批准 2.0797919441877792	国标 2.0171729124328643	合格 2.00687874358692
RESULT	标准.v 2105008007	要求 2.296085381957848	规范 2.2779838793850615	规定 2.2129115505940558	水平 2.163741569766568	目标 2.1500399750206256	准则 2.1201089111234857	水准 2.1187579251000233	标 2.045143120547403	准 2.0317192274714966	高标 2.0307868248122145
RESULT	严格.v 2101007014	严厉 2.734052261434225	严肃 2.7091321051321096	规范 2.6713517775251527	加强 2.6503474819646375	强化 2.646440192717117	完善 2.636375691525238	实行 2.61771541393673	坚持 2.565240992098682	实施 2.5132731681768847	细化 2.5120609584662175
RESULT	严格.v 2101033004	严谨 2.676033950783358	严密 2.6427123776891333	完善 2.588492784865016	完整 2.507637136481629	规范 2.5048909009611275	紧密 2.4414027350444747	健全 2.4131567094800457	精密 2.4107059609320487	坚实 2.4106737063518584	精细 2.4050363661481833
RESULT	严格.v 2102009019	认真 2.8651748452396255	严厉 2.826345692259683	严肃 2.8058434264455467	坚决 2.709769622322175	全面 2.699279363326687	坚持 2.6775796301271497	紧密 2.6591858164483533	精心 2.6477528241388786	牢固 2.627541205721206	细致 2.609755725402162
RESULT	质量管理.v 2101007015	管理 3.054667297774425	监管 2.685509799096761	质量 2.515171050748844	控制 2.4992425498703095	监督 2.480442322630696	监理 2.437457638761206	管控 2.431869932943036	管制 2.40095465257568	经营 2.3804131611103174	质检 2.366403996393565
RESULT	质量管理.v 2101033006	质量 2.7212900517308	管理 2.573416852601951	质控 2.4635024909681458	品质 2.461314398545977	质检 2.4543578993521096	品管 2.4382553897816255	生产 2.215597019685174	监管 2.2126654064825053	监理 2.1966777667976576	产品 2.19394085240689
RESULT	质量管理.v 2101041019	管理 2.050970492145333	品管 1.7671194395596832	监管 1.725749982440151	控制 1.6320594189280346	质量 1.6148519525054081	质检 1.583135485661245	管控 1.5603062429290315	监督 1.5405724910524485	控管 1.5244834385960992	监控 1.5199007179623434
RESULT	质量管理.v 2102005051	管理 3.403240384196576	质量 3.365840854533531	产品质量 3.2323237506876668	质检 3.1410500031750743	监理 3.0489498707451226	品质 3.0360944973776123	品管 3.0217900485434233	生产 3.0210865994525102	检测 3.0137723541908725	检验 2.9989351189682325
RESULT	质量管理.v 2102005062	管理 3.4033565007951014	质量 3.3127173771036165	管理工作 3.1931359740872383	质控 3.04006006141987	技术 2.9796140062749186	工艺 2.9776754716738743	质检 2.976107960459391	监管 2.9603670257545986	管控 2.948184903710474	工作 2.9478091051340125
RESULT	摸索.v 2101007017	探索 3.0101420830813113	开辟 2.6400318351387373	开拓 2.6060747315133113	尝试 2.6044867940953162	研究 2.597487218678053	走 2.582095708029747	打造 2.5498160821166036	开创 2.50117591969469	探讨 2.4552159734166583	培育 2.4423408518946963
RESULT	出.v 2101007018	了 2.753855604122814	起 2.6597833097901398	走出 2.6063297698776666	着 2.594699246883841	到 2.5369110233859122	成 2.4394381266233203	创出 2.390577410073763	推出 2.340377070473135	开出 2.339436183907075	成为 2.2928987862194936
RESULT	出.v 2101015021	出来 2.3368044512818544	下 2.2867398038754043	荡出 2.2623192409455553	起 2.2335532200418537	出去 2.2003536605675196	上 2.1997602542134715	得出 2.1982038013624194	进 2.197893535269455	到 2.1671151058282714	入 2.122415914021641
RESULT	出.v 2102010032	了 2.3708036907030587	约 2.1393460627353234	加 2.1345687619792573	近 2.0555744800032856	过 2.051199127590125	于 1.9579820897045905	一点 1.9344537012799796	一个 1.9253825515923175	大 1.9241204019515583
RESULT	出.v 2106004009	出来 2.5810874561464385	明 2.5665226327981663	尽 2.496626035575317	破 2.466028900907761	出出 2.4506524920705126	道出 2.365105808578994	实 2.2391064287513203	露 2.2212952070455128	理出 2.196948562761333	说出 2.179295743660255
RESULT	出.v 2106004018	了 3.0077893897292105	着 2.602274179275348	得出 2.3655996884972863	出来 2.3623242359043886	到 2.3536497239931684	映出 2.288051860373844	露出 2.220214448103433	是 2.0928339237401232	当今 2.0337230528968764	当时 2.0237134697155224
RESULT	兴.v 2101007023	强 2.8635248952030614	救 2.564931264250826	兴兴 2.49581567320236	城 2.484496878352734	上 2.481003170849577	兴城 2.448598428731937	开 2.4307463463778944	大兴 2.3764018525413033	进 2.3501255319703853	新兴 2.339292318332121
RESULT	兴.v 2101045004	兴兴 2.5061989477597013	盛 2.407492958009287	起兴 2.3443483993636183	兴衰 2.3390460729662106	旺 2.3031942858592522	荣 2.265442545932686	生 2.1944901195308266	时兴 2.1900003243649517	繁 2.0910386699306747	衰 2.056857024619492
RESULT	兴.v 2101045011	衰 2.5054984683608637	荣 2.344292354031228	盛 2.333491546190339	旺 2.319869461535927	强 2.2678024411405033	颓 2.227096721905125	兴起 2.1682860220944478	繁荣 2.0987299883232207	生 2.077762699862298	崛起 2.0344271208803253
RESULT	振兴.v 2101007027	发展 2.881257576823688	复兴 2.85975250610736	繁荣 2.6869636730311495	奋斗 2.6488923308404932	建设 2.6346349945080343	兴盛 2.6071771847989864	兴旺 2.5972840631930394	经营 2.5933016167671576	创业 2.5908677417206576	重振 2.5844807219441432
RESULT	振兴.v 2102016019	复兴 2.4147635256344087	兴旺 2.3246511864171	发展 2.3205247867899534	繁荣 2.3079450940090283	重振 2.270157855800086	兴盛 2.2614711792168123	兴起 2.2024845122485623	壮大 2.176824262005097	振奋 2.1373307687210468	重建 2.1241658824308933
