RESULT	增救.v 2100005001	增援 1.0	增收 0.9	增补 0.8	增修 0.7	增强 0.6	增给 0.5	增加 0.3999999999999999	增重 0.29999999999999993
RESULT	增救.v 2100006014	增援 1.0	增加 0.9	增补 0.8	增强 0.7	增给 0.6	增修 0.5	增收 0.3999999999999999	增添 0.29999999999999993	增上 0.19999999999999996
RESULT	组建.v 2101007006	成立 1.0	组建 0.9	创办 0.8	创建 0.7	筹建 0.6	建立 0.5	兴建 0.3999999999999999	筹组 0.29999999999999993	重组 0.19999999999999996	新建 0.09999999999999998
RESULT	组建.v 2101032001	成立 1.0	组建 0.9	创办 0.8	兴建 0.7	创建 0.6	建 0.5	建起 0.3999999999999999	筹建 0.29999999999999993	建立 0.19999999999999996	设立 0.09999999999999998
RESULT	统一.v 2101007010	统一 1.0	一统 0.9	全面 0.8	制定 0.7	规范 0.6	统筹 0.5	整合 0.3999999999999999	确立 0.29999999999999993	订立 0.19999999999999996	采用 0.09999999999999998
RESULT	标准.v 2101007012	标准 1.0	体系 0.9	规范 0.8	指标 0.7	准则 0.6	管理 0.5	水准 0.3999999999999999	规格 0.29999999999999993	要求 0.19999999999999996	方针 0.09999999999999998
RESULT	标准.v 2101038005	标准 1.0	规范 0.9	规格 0.8	准则 0.7	规定 0.6	规则 0.5	指标 0.3999999999999999	尺度 0.29999999999999993	术语 0.19999999999999996	尺寸 0.09999999999999998
RESULT	标准.v 2102005047	标准 1.0	准则 0.9	指标 0.8	统一 0.7	文件 0.6	要求 0.5	目标 0.3999999999999999	精神 0.29999999999999993	水准 0.19999999999999996	方案 0.09999999999999998
RESULT	标准.v 2102005057	指标 1.0	水准 0.9	方法 0.8	程序 0.7	水平 0.6	条件 0.5	原则 0.3999999999999999	素质 0.29999999999999993	目标 0.19999999999999996	要求 0.09999999999999998
RESULT	标准.v 2102005061	高标 1.0	统一 0.9	合格 0.8	原则 0.7	系统 0.6	科学 0.5	高 0.3999999999999999	严格 0.29999999999999993	现代 0.19999999999999996	精准 0.09999999999999998
RESULT	标准.v 2102005073	依据 1.0	法规 0.9	条例 0.8	程序 0.7	统一 0.6	目标 0.5	原则 0.3999999999999999	指标 0.29999999999999993	科学 0.19999999999999996	操作 0.09999999999999998
RESULT	标准.v 2102009024	标准 1.0	规范 0.9	准则 0.8	体系 0.7	规格 0.6	指标 0.5	规定 0.3999999999999999	要求 0.29999999999999993	规程 0.19999999999999996	规则 0.09999999999999998
RESULT	标准.v 2102010027	标准 1.0	规范 0.9	正规 0.8	准确 0.7	常规 0.6	普通 0.5	国标 0.3999999999999999	国际 0.29999999999999993	国家 0.19999999999999996	设计 0.09999999999999998
RESULT	标准.v 2102011001	标准 1.0	规范 0.9	规定 0.8	惯例 0.7	规则 0.6	准则 0.5	要求 0.3999999999999999	国际 0.29999999999999993	原则 0.19999999999999996	规矩 0.09999999999999998
RESULT	标准.v 2102012002	标准 1.0	规范 0.9	国际 0.8	规格 0.7	国家 0.6	规定 0.5	要求 0.3999999999999999	准则 0.29999999999999993	规则 0.19999999999999996	国标 0.09999999999999998
RESULT	标准.v 2105008007	标准 1.0	要求 0.9	规范 0.8	水平 0.7	目标 0.6	水准 0.5	指标 0.3999999999999999	条件 0.29999999999999993	质量 0.19999999999999996	规格 0.09999999999999998
RESULT	严格.v 2101007014	严格 1.0	强化 0.9	加强 0.8	全面 0.7	规范 0.6	实行 0.5	细化 0.3999999999999999	严加 0.29999999999999993	严谨 0.19999999999999996	严密 0.09999999999999998
RESULT	严格.v 2101033004	严格 1.0	严谨 0.9	严密 0.8	完善 0.7	严严 0.6	高度 0.5	完整 0.3999999999999999	严厉 0.29999999999999993	严苛 0.19999999999999996	严肃 0.09999999999999998
RESULT	严格.v 2102009019	严格 1.0	坚持 0.9	认真 0.8	坚决 0.7	强化 0.6	全面 0.5	切实 0.3999999999999999	严谨 0.29999999999999993	努力 0.19999999999999996	强制 0.09999999999999998
RESULT	质量管理.v 2101007015	管理 1.0	监管 0.9	品质 0.8	监督 0.7	监理 0.6	品牌管理 0.5	控制 0.3999999999999999	素质 0.29999999999999993	管制 0.19999999999999996	管控 0.09999999999999998
RESULT	质量管理.v 2101033006	质量 1.0	质量体系 0.9	质量保证 0.8	品质 0.7	质量标准 0.6	质量检查 0.5	质量观 0.3999999999999999	素质 0.29999999999999993	质检 0.19999999999999996	质素 0.09999999999999998
RESULT	质量管理.v 2101041019	管理 1.0	品质 0.9	控制 0.8	经营 0.7	监管 0.6	体系 0.5	监督 0.3999999999999999	管制 0.29999999999999993	保证 0.19999999999999996	管控 0.09999999999999998
RESULT	质量管理.v 2102005051	管理 1.0	监理 0.9	监督 0.8	控制 0.7	监管 0.6	控管 0.5	经营 0.3999999999999999	治理 0.29999999999999993	监察 0.19999999999999996	监控 0.09999999999999998
RESULT	质量管理.v 2102005062	品质 1.0	控制 0.9	监理 0.8	性质 0.7	监管 0.6	物质 0.5	监督 0.3999999999999999	范质 0.29999999999999993	经营 0.19999999999999996	素质 0.09999999999999998
RESULT	摸索.v 2101007017	探索 1.0	摸索 0.9	闯 0.8	走 0.7	创 0.6	创造 0.5	摸 0.3999999999999999	开辟 0.29999999999999993	总结 0.19999999999999996	探 0.09999999999999998
RESULT	出.v 2101007018	出 1.0	得出 0.9	岀 0.8	创出 0.7	着 0.6	起 0.5	制出 0.3999999999999999	走出 0.29999999999999993	开出 0.19999999999999996	探出 0.09999999999999998
RESULT	出.v 2101015021	出 1.0	起 0.9	荡出 0.8	过 0.7	岀 0.6	腾出 0.5	进 0.3999999999999999	响 0.29999999999999993	大 0.19999999999999996	到 0.09999999999999998
RESULT	出.v 2102010032	了 1.0	余 0.9	得 0.8	达 0.7	取出 0.6	约 0.5	近 0.3999999999999999	增加 0.29999999999999993	超出 0.19999999999999996	许多 0.09999999999999998
RESULT	出.v 2106004009	出 1.0	岀 0.9	明 0.8	破 0.7	达 0.6	示 0.5	来 0.3999999999999999	理 0.29999999999999993	清 0.19999999999999996	得 0.09999999999999998
RESULT	出.v 2106004018	岀 1.0	得 0.9	着 0.8	示 0.7	来 0.6	成 0.5	平 0.3999999999999999	露出 0.29999999999999993	过 0.19999999999999996	总 0.09999999999999998
RESULT	兴.v 2101007023	兴 1.0	立 0.9	强 0.8	振兴 0.7	富 0.6	创 0.5	造 0.3999999999999999	促 0.29999999999999993	治 0.19999999999999996	大 0.09999999999999998
RESULT	兴.v 2101045004	兴 1.0	盛 0.9	起 0.8	旺 0.7	强 0.6	衰 0.5	振兴 0.3999999999999999	昌 0.29999999999999993	壮 0.19999999999999996	繁荣 0.09999999999999998
RESULT	兴.v 2101045011	盛 1.0	振兴 0.9	旺 0.8	强 0.7	起 0.6	高兴 0.5	复兴 0.3999999999999999	崛起 0.29999999999999993	喜 0.19999999999999996	荣 0.09999999999999998
RESULT	振兴.v 2101007027	发展 1.0	腾飞 0.9	振兴 0.8	崛起 0.7	创业 0.6	致富 0.5	奋斗 0.3999999999999999	改革 0.29999999999999993	壮大 0.19999999999999996	复兴 0.09999999999999998
RESULT	振兴.v 2102016019	发展 1.0	兴旺 0.9	兴盛 0.8	兴利 0.7	蓬勃 0.6	腾飞 0.5	壮大 0.3999999999999999	成长 0.29999999999999993	长盛 0.19999999999999996	发达 0.09999999999999998
RESULT	路.v 2101007029	路 1.0	道 0.9	途 0.8	径 0.7	大道 0.6	方 0.5	策 0.3999999999999999	战略 0.29999999999999993	旅 0.19999999999999996	捷径 0.09999999999999998
RESULT	淡漠.v 2101008006	漠然 1.0	淡漠 0.9	冷淡 0.8	厌恶 0.7	漠视 0.6	忽视 0.5	注重 0.3999999999999999	沉溺 0.29999999999999993	冷漠 0.19999999999999996	淡薄 0.09999999999999998
RESULT	有所.v 2101008008	有所 1.0	有 0.9	拥有 0.8	有些 0.7	具有 0.6	富有 0.5	有点 0.3999999999999999	略有 0.29999999999999993	渐渐 0.19999999999999996	有着 0.09999999999999998
RESULT	有所.v 2101010018	有所 1.0	带来 0.9	产生 0.8	有 0.7	有着 0.6	有些 0.5	有益 0.3999999999999999	具有 0.29999999999999993	造成 0.19999999999999996	带有 0.09999999999999998
RESULT	精品.v 2101008015	精品 1.0	精神 0.9	品牌 0.8	精良 0.7	精益 0.6	名牌 0.5	精选 0.3999999999999999	精致 0.29999999999999993	精英 0.19999999999999996	佳品 0.09999999999999998
RESULT	精品.v 2101044024	精品 1.0	名品 0.9	名牌 0.8	精美 0.7	精粹 0.6	妙品 0.5	专卖 0.3999999999999999	名家 0.29999999999999993	品牌 0.19999999999999996	特色 0.09999999999999998
RESULT	意识.v 2101008016	意识 1.0	理念 0.9	观念 0.8	思维 0.7	感 0.6	意念 0.5	心理 0.3999999999999999	主意 0.29999999999999993	主张 0.19999999999999996	意志 0.09999999999999998
RESULT	意识.v 2101019008	意识 1.0	概念 0.9	观念 0.8	思维 0.7	理念 0.6	思想 0.5	精神 0.3999999999999999	意念 0.29999999999999993	感 0.19999999999999996	心理 0.09999999999999998
RESULT	意识.v 2102005010	意识 1.0	观念 0.9	理念 0.8	知识 0.7	素质 0.6	思维 0.5	素养 0.3999999999999999	思想 0.29999999999999993	认识 0.19999999999999996	概念 0.09999999999999998
RESULT	意识.v 2102007011	观念 1.0	意识 0.9	理念 0.8	概念 0.7	思维 0.6	精神 0.5	认识 0.3999999999999999	观 0.29999999999999993	心理 0.19999999999999996	觉悟 0.09999999999999998
RESULT	大潮.v 2101008021	大潮 1.0	潮流 0.9	浪潮 0.8	洪流 0.7	大浪 0.6	潮 0.5	热潮 0.3999999999999999	波浪 0.29999999999999993	环境 0.19999999999999996	风潮 0.09999999999999998
RESULT	弄潮.v 2101008023	冲浪 1.0	涨潮 0.9	挣扎 0.8	腾飞 0.7	搏浪 0.6	浪潮 0.5	波浪 0.3999999999999999	浮沉 0.29999999999999993	涌潮 0.19999999999999996	搏击 0.09999999999999998
RESULT	付出.v 2101008024	付出 1.0	花费 0.9	支付 0.8	付 0.7	支出 0.6	投入 0.5	花 0.3999999999999999	不惜 0.29999999999999993	不迭 0.19999999999999996	费尽 0.09999999999999998
RESULT	代价.v 2101008025	代价 1.0	牺牲 0.9	成本 0.8	努力 0.7	艰巨 0.6	劳苦 0.5	艰辛 0.3999999999999999	血本 0.29999999999999993	辛劳 0.19999999999999996	劳动 0.09999999999999998
RESULT	得来.v 2101008027	取得 1.0	得来 0.9	换来 0.8	得到 0.7	获得 0.6	产生 0.5	得出 0.3999999999999999	造就 0.29999999999999993	赢得 0.19999999999999996	形成 0.09999999999999998
RESULT	从中.v 2101009000	从中 1.0	其中 0.9	中 0.8	由此 0.7	从此 0.6	不过 0.5	自然 0.3999999999999999	从而 0.29999999999999993	与此 0.19999999999999996	实践 0.09999999999999998
RESULT	感悟.v 2101009003	感悟 1.0	悟 0.9	体会 0.8	感受 0.7	领悟 0.6	认识 0.5	感觉 0.3999999999999999	理解 0.29999999999999993	深感 0.19999999999999996	学 0.09999999999999998
RESULT	相信.v 2101009007	相信 1.0	重视 0.9	信任 0.8	坚信 0.7	信仰 0.6	信奉 0.5	信赖 0.3999999999999999	坚持 0.29999999999999993	讲求 0.19999999999999996	信誉 0.09999999999999998
RESULT	相信.v 2101009010	靠 1.0	爱 0.9	容许 0.8	重视 0.7	偏爱 0.6	轻信 0.5	迷信 0.3999999999999999	倚重 0.29999999999999993	守信 0.19999999999999996	依赖 0.09999999999999998
RESULT	相信.v 2101010014	相信 1.0	希望 0.9	也许 0.8	一定 0.7	信 0.6	大概 0.5	绝对 0.3999999999999999	据信 0.29999999999999993	肯定 0.19999999999999996	坚信 0.09999999999999998
RESULT	眼泪.v 2101009011	眼泪 1.0	泪水 0.9	眼睛 0.8	泪 0.7	泪珠 0.6	眼红 0.5	流泪 0.3999999999999999	唾沫 0.29999999999999993	眼球 0.19999999999999996	泪花 0.09999999999999998
RESULT	撰写.v 2101010003	编写 1.0	编著 0.9	撰写 0.8	写 0.7	编撰 0.6	所撰 0.5	所写 0.3999999999999999	执笔 0.29999999999999993	著作 0.19999999999999996	主编 0.09999999999999998
RESULT	寄.v 2101010010	寄 1.0	送 0.9	邮 0.8	传 0.7	赠 0.6	交 0.5	发 0.3999999999999999	致 0.29999999999999993	推荐 0.19999999999999996	带 0.09999999999999998
RESULT	读者.v 2101010017	读者 1.0	广大 0.9	大家 0.8	阅读 0.7	书迷 0.6	大众 0.5	使用 0.3999999999999999	您 0.29999999999999993	观者 0.19999999999999996	观众 0.09999999999999998
RESULT	启迪.v 2101010019	帮助 1.0	启发 0.9	裨益 0.8	益处 0.7	影响 0.6	指导 0.5	启示 0.3999999999999999	促进 0.29999999999999993	收获 0.19999999999999996	教益 0.09999999999999998
RESULT	叫.v 2101012001	叫 1.0	名叫 0.9	称为 0.8	唤作 0.7	是 0.6	姓 0.5	又名 0.3999999999999999	取名 0.29999999999999993	号称 0.19999999999999996	喊 0.09999999999999998
RESULT	叫.v 2101039014	叫做 1.0	就是 0.9	正是 0.8	可是 0.7	便是 0.6	真是 0.5	乃是 0.3999999999999999	称为 0.29999999999999993	堪称 0.19999999999999996	名叫 0.09999999999999998
RESULT	祖祖辈辈.v 2101012008	祖祖辈辈 1.0	世代 0.9	祖孙 0.8	老祖宗 0.7	一代代 0.6	祖辈 0.5	家祖 0.3999999999999999	父辈 0.29999999999999993	老辈 0.19999999999999996	祖父 0.09999999999999998
RESULT	生活.v 2101012009	生活 1.0	住 0.9	生 0.8	活 0.7	生存 0.6	生长 0.5	生于 0.3999999999999999	出生 0.29999999999999993	居住 0.19999999999999996	长 0.09999999999999998
RESULT	生活.v 2102001000	生活 1.0	日常 0.9	活 0.8	人生 0.7	现实 0.6	实际 0.5	平凡 0.3999999999999999	人际 0.29999999999999993	社会 0.19999999999999996	生存 0.09999999999999998
RESULT	看.v 2101013000	看 1.0	观看 0.9	查看 0.8	见 0.7	瞧 0.6	瞅 0.5	来看 0.3999999999999999	逛 0.29999999999999993	注意 0.19999999999999996	仔细 0.09999999999999998
RESULT	看.v 2101026001	看 1.0	见 0.9	眼见 0.8	瞧 0.7	望见 0.6	瞅 0.5	目睹 0.3999999999999999	观 0.29999999999999993	视 0.19999999999999996	被 0.09999999999999998
RESULT	启事.v 2101013010	宣言 1.0	启事 0.9	宣传 0.8	活动 0.7	启示 0.6	公告 0.5	报告 0.3999999999999999	作文 0.29999999999999993	帖子 0.19999999999999996	帖 0.09999999999999998
RESULT	想.v 2101013013	想 1.0	要 0.9	打算 0.8	希望 0.7	试着 0.6	准备 0.5	来 0.3999999999999999	愿意 0.29999999999999993	不得 0.19999999999999996	欲 0.09999999999999998
RESULT	想.v 2104014012	想 1.0	打算 0.9	要 0.8	试图 0.7	再想 0.6	幻想 0.5	考虑 0.3999999999999999	企图 0.29999999999999993	心想 0.19999999999999996	追想 0.09999999999999998
RESULT	说.v 2101013014	说 1.0	要说 0.9	再说 0.8	讲 0.7	谈 0.6	来说 0.5	表达 0.3999999999999999	述说 0.29999999999999993	诉说 0.19999999999999996	写 0.09999999999999998
RESULT	说.v 2101019000	说 1.0	话 0.9	事 0.8	言 0.7	其 0.6	讲 0.5	确 0.3999999999999999	真的 0.29999999999999993	当然 0.19999999999999996	诚 0.09999999999999998
RESULT	说.v 2101021002	说 1.0	道 0.9	讲 0.8	谈 0.7	言 0.6	解释 0.5	称 0.3999999999999999	提 0.29999999999999993	表示 0.19999999999999996	告诉 0.09999999999999998
RESULT	说.v 2101023002	说道 1.0	讲道 0.9	称道 0.8	声称 0.7	认为 0.6	知道 0.5	言说 0.3999999999999999	指出 0.29999999999999993	道道 0.19999999999999996	谈到 0.09999999999999998
RESULT	说.v 2101042008	说 1.0	了 0.9	言 0.8	话说 0.7	讲 0.6	谈 0.5	提 0.3999999999999999	比 0.29999999999999993	理 0.19999999999999996	住 0.09999999999999998
RESULT	几句.v 2101013015	几句 1.0	些 0.9	两句 0.8	一句 0.7	多几 0.6	聊聊 0.5	好几 0.3999999999999999	十句 0.29999999999999993	下去 0.19999999999999996	三句 0.09999999999999998
RESULT	位于.v 2101014003	位于 1.0	地处 0.9	座落 0.8	坐落 0.7	身处 0.6	位处 0.5	位居 0.3999999999999999	设在 0.29999999999999993	于 0.19999999999999996	处于 0.09999999999999998
RESULT	地区.v 2101014009	地区 1.0	区 0.9	地带 0.8	区域 0.7	洲 0.6	地域 0.5	域 0.3999999999999999	圈 0.29999999999999993	地段 0.19999999999999996	带 0.09999999999999998
RESULT	腹地.v 2101014010	腹地 1.0	中心 0.9	腹部 0.8	交界 0.7	盆地 0.6	腹心 0.5	中部 0.3999999999999999	边缘 0.29999999999999993	核心 0.19999999999999996	东部 0.09999999999999998
RESULT	早先.v 2101014012	最早 1.0	最先 0.9	最初 0.8	早先 0.7	早期 0.6	先 0.5	首先 0.3999999999999999	原先 0.29999999999999993	原来 0.19999999999999996	先前 0.09999999999999998
RESULT	水陆码头.v 2101014014	水陆 1.0	陆路 0.9	水运 0.8	水上 0.7	水路 0.6	海陆 0.5	船舶 0.3999999999999999	商业 0.29999999999999993	码头 0.19999999999999996	水面 0.09999999999999998
RESULT	交通.v 2101014016	交通 1.0	运输 0.9	通达 0.8	通讯 0.7	通行 0.6	通路 0.5	流通 0.3999999999999999	道路 0.29999999999999993	贸易 0.19999999999999996	通往 0.09999999999999998
RESULT	方便.v 2101014017	便利 1.0	便捷 0.9	方便 0.8	畅达 0.7	发达 0.6	快捷 0.5	迅捷 0.3999999999999999	流畅 0.29999999999999993	顺利 0.19999999999999996	顺畅 0.09999999999999998
RESULT	历来.v 2101014019	自古 1.0	历来 0.9	从来 0.8	从前 0.7	原来 0.6	从小 0.5	长期 0.3999999999999999	几代 0.29999999999999993	本身 0.19999999999999996	原先 0.09999999999999998
RESULT	传统.v 2101014024	习惯 1.0	习俗 0.9	典范 0.8	典故 0.7	概念 0.6	惯例 0.5	盛况 0.3999999999999999	典型 0.29999999999999993	古训 0.19999999999999996	风气 0.09999999999999998
RESULT	改革开放.v 2101015000	改革开放 1.0	变革 0.9	开放 0.8	解放 0.7	扭转 0.6	改变 0.5	推进 0.3999999999999999	调整 0.29999999999999993	建国 0.19999999999999996	改革 0.09999999999999998
RESULT	如鱼得水.v 2101015006	如鱼得水 1.0	生如 0.9	聪明 0.8	如同 0.7	鱼跃龙门 0.6	善于 0.5	鱼儿 0.3999999999999999	鲤鱼 0.29999999999999993	游鱼 0.19999999999999996	犹鱼得水 0.09999999999999998
RESULT	加上.v 2101015008	加上 1.0	再加 0.9	加之 0.8	加以 0.7	再 0.6	加 0.5	能 0.3999999999999999	适合 0.29999999999999993	又 0.19999999999999996	配合 0.09999999999999998
RESULT	做生意.v 2101015009	做生意 1.0	做事 0.9	经商 0.8	做买卖 0.7	干事 0.6	生意 0.5	干活 0.3999999999999999	事业 0.29999999999999993	处事 0.19999999999999996	贸易 0.09999999999999998
RESULT	脑瓜.v 2101015010	头脑 1.0	脑瓜 0.9	脑子 0.8	心脑 0.7	脑 0.6	机 0.5	思维 0.3999999999999999	脑袋 0.29999999999999993	心 0.19999999999999996	脑筋 0.09999999999999998
RESULT	灵.v 2101015011	灵 1.0	敏捷 0.9	伶俐 0.8	聪明 0.7	机灵 0.6	巧 0.5	发达 0.3999999999999999	活络 0.29999999999999993	精 0.19999999999999996	快 0.09999999999999998
RESULT	能.v 2101015013	能 1.0	可以 0.9	肯 0.8	会 0.7	容易 0.6	好 0.5	善于 0.3999999999999999	不怕 0.29999999999999993	敢 0.19999999999999996	耐 0.09999999999999998
RESULT	能.v 2101040017	能 1.0	可以 0.9	会 0.8	全 0.7	完全 0.6	懂得 0.5	已 0.3999999999999999	认真 0.29999999999999993	知道 0.19999999999999996	容易 0.09999999999999998
RESULT	吃苦.v 2101015014	吃苦 1.0	够吃 0.9	耐苦 0.8	忍受 0.7	受苦 0.6	忍辱 0.5	忍耐 0.3999999999999999	耐劳 0.29999999999999993	耐受 0.19999999999999996	忍痛 0.09999999999999998
RESULT	一下.v 2101015016	一下 1.0	很快 0.9	立马 0.8	顷刻 0.7	慢慢 0.6	马上 0.5	一跃 0.3999999999999999	结果 0.29999999999999993	当时 0.19999999999999996	一举 0.09999999999999998
RESULT	一下.v 2101024002	一下 1.0	顿时 0.9	瞬间 0.8	马上 0.7	当下 0.6	从此 0.5	立刻 0.3999999999999999	立马 0.29999999999999993	随即 0.19999999999999996	当时 0.09999999999999998
RESULT	闯.v 2101015020	闯 1.0	打 0.9	闹 0.8	叫 0.7	显 0.6	创 0.5	搞 0.3999999999999999	冒 0.29999999999999993	刮起 0.19999999999999996	大 0.09999999999999998
RESULT	名气.v 2101015023	名气 1.0	名声 0.9	声名 0.8	名 0.7	声势 0.6	威名 0.5	声望 0.3999999999999999	知名 0.29999999999999993	名号 0.19999999999999996	风头 0.09999999999999998
RESULT	全国各地.v 2101015025	各地 1.0	遍布 0.9	遍布全国 0.8	遍地 0.7	天下 0.6	各处 0.5	中国 0.3999999999999999	不少 0.29999999999999993	广大 0.19999999999999996	遍及 0.09999999999999998
RESULT	客商.v 2101015027	客商 1.0	商人 0.9	客人 0.8	商贾 0.7	商客 0.6	顾客 0.5	商家 0.3999999999999999	商旅 0.29999999999999993	游客 0.19999999999999996	旅客 0.09999999999999998
RESULT	都.v 2101015028	都 1.0	统统 0.9	皆 0.8	均 0.7	大都 0.6	纷纷 0.5	莫不 0.3999999999999999	俱 0.29999999999999993	通通 0.19999999999999996	也 0.09999999999999998
RESULT	都.v 2101023001	都 1.0	皆 0.9	统统 0.8	均 0.7	全 0.6	普遍 0.5	一致 0.3999999999999999	通通 0.29999999999999993	常 0.19999999999999996	总 0.09999999999999998
RESULT	都.v 2101028011	还 1.0	都 0.9	更 0.8	全都 0.7	也 0.6	要 0.5	统统 0.3999999999999999	一样 0.29999999999999993	可 0.19999999999999996	大都 0.09999999999999998
RESULT	都.v 2101033025	都 1.0	全 0.9	统统 0.8	皆 0.7	均 0.6	俱 0.5	通通 0.3999999999999999	所 0.29999999999999993	无不 0.19999999999999996	总 0.09999999999999998
RESULT	都.v 2101038002	都 1.0	均 0.9	全 0.8	皆 0.7	统一 0.6	具 0.5	俱 0.3999999999999999	拥 0.29999999999999993	也 0.19999999999999996	还 0.09999999999999998
