RESULT	增救.v 2100005001	拯救 1.0	挽救 0.9	救助 0.8	营救 0.7	援救 0.6	搭救 0.5	救援 0.29999999999999993	抢 0.19999999999999996	铜铁0 -1	铜铁1 -2
RESULT	易.v 2102008014	简单 1.0	容易 0.9	容易度 0.8	简单度 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	程度.v 2102008015	难易程度可以替换为程度 1.0	等级 0.9	级别 0.8	水平等 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	分别.v 2102008017	分类 1.0	分开 0.9	分割 0.8	分离 0.7	分配 0.6	分担 0.5	分析 0.3999999999999999	分 0.19999999999999996	铜铁0 -1	铜铁1 -2
RESULT	设立.v 2102008018	建立 1.0	设置 0.9	制定 0.8	安排 0.7	构建 0.6	指定 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	设立.v 2106003010	建立 1.0	设置 0.9	构建 0.8	建设 0.7	创建 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	在.v 2102008027	基于 1.0	依据 0.9	根据 0.8	基于此 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	严密.v 2102008028	严格 1.0	严谨 0.9	严酷 0.8	严密 0.7	严厉 0.6	严肃 0.5	严正 0.3999999999999999	严明 0.29999999999999993	严防 0.19999999999999996	 0.09999999999999998
RESULT	控制.v 2102008031	管理 1.0	监督 0.9	监控 0.8	约束 0.7	限制 0.6	约定 0.5	调控 0.3999999999999999	规范 0.29999999999999993	铜铁0 -1	铜铁1 -2
RESULT	确保.v 2102008034	保证 1.0	保障 0.9	担保 0.8	确保 0.7	保持 0.6	维护 0.5	保护 0.3999999999999999	支撑 0.29999999999999993	 0.19999999999999996	铜铁0 -1
RESULT	确保.v 2104015042	保障 1.0	确保 0.9	确保实施 0.8	确保执行 0.7	确保落实 0.6	确保实 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	出厂.v 2102008039	发货 1.0	发出 0.9	交付 0.8	交货 0.7	发送 0.6	发行 0.5	发布 0.3999999999999999	发表 0.29999999999999993	铜铁0 -1	铜铁1 -2
RESULT	出厂.v 2102010007	发货 1.0	发出 0.9	出货 0.8	发送 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	出厂.v 2102012004	发货 1.0	发出 0.9	发送 0.8	交付 0.7	交出 0.6	派发 0.3999999999999999	送出 0.29999999999999993	送货 0.19999999999999996	 0.09999999999999998	铜铁0 -1
RESULT	所属.v 2102009001	属于 1.0	归属 0.9	隶属 0.8	属性 0.7	关联 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	落到实处.v 2102009010	实现 1.0	实施 0.9	落实 0.8	执行 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	细小.v 2102009013	微小 1.0	细微 0.9	极小 0.8	渺小 0.7	细微无声 0.6	极微小 0.5	极细微 0.3999999999999999	铜铁0 -1	铜铁1 -2	铜铁2 -3
RESULT	事情.v 2102009015	事项 1.0	任务 0.9	工作 0.8	行动 0.7	步骤等 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	事情.v 2103018019	事件 1.0	情况 0.9	状况 0.8	问题 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	执行.v 2102009020	实施 1.0	实行 0.9	遵守 0.8	遵循 0.7	执行 0.6	履行 0.5	应用 0.3999999999999999	实现 0.29999999999999993	铜铁0 -1	铜铁1 -2
RESULT	一丝一毫.v 2102009027	细微 1.0	细节 0.9	细致 0.8	一点一滴 0.7	一粒一粒 0.6	一分一毫 0.5	一细 0.3999999999999999	铜铁0 -1	铜铁1 -2	铜铁2 -3
RESULT	隐患.v 2102009030	漏洞 1.0	风险 0.9	缺陷 0.8	瑕疵 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	放过.v 2102009033	忽视 1.0	容忍 0.9	宽恕 0.8	纵容 0.7	放任 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	放过.v 2102015007	忽略 1.0	忽视 0.9	忽视不计 0.8	不放过 0.7	不马虎 0.6	不偷懒 0.5	不疏忽 0.3999999999999999	铜铁0 -1	铜铁1 -2	铜铁2 -3
RESULT	分厂.v 2102010002	分部 1.0	分支机构 0.9	分支厂 0.8	分厂机构 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	分厂.v 2102013006	分部 1.0	分支机构 0.9	分公司 0.8	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6	铜铁6 -7
RESULT	分厂.v 2102015012	工厂 1.0	分支机构 0.9	分部 0.8	分支 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	进行.v 2102010009	执行 1.0	实施 0.9	完成 0.8	进行 0.7	承担 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	进行.v 2102013016	进行检测可以替换为进行检查 1.0	进行测试 0.9	进行审 0.8	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6	铜铁6 -7
RESULT	检测.v 2102010010	检查 1.0	检验 0.9	测试 0.8	检验检测 0.7	检查检测 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	检测.v 2102013001	检查 1.0	检验 0.9	测试 0.8	审查 0.7	评估 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	检测.v 2102013017	检查 1.0	检验 0.9	测试 0.8	审查 0.7	评估 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	稳定器.v 2102010018	稳压器 1.0	调压器 0.9	调节器 0.8	调整器 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	外带.v 2102010020	外径 1.0	外缘 0.9	外圈 0.8	外表面 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	尺寸.v 2102010028	大小 1.0	尺度 0.9	尺寻 0.8	尺码 0.7	尺幅 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	误差.v 2102011006	偏差 1.0	偏离 0.9	差异 0.8	偏移 0.7	偏差度 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	允许.v 2102011008	许可 1.0	批准 0.9	认可 0.8	同意 0.7	能够 0.6	允诺 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	还是.v 2102012006	或者 1.0	要么 0.9	亦或 0.8	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6	铜铁6 -7
RESULT	定.v 2102012007	判定 1.0	决定 0.9	规定 0.8	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6	铜铁6 -7
RESULT	不合格品.v 2102012009	不良品 1.0	次品 0.9	残品 0.8	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6	铜铁6 -7
RESULT	不合格品.v 2102013035	不符合标准 1.0	不合规 0.9	不合格产品 0.8	不合格物品 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	不合格品.v 2102014015	不良品 1.0	劣质品 0.9	次品 0.8	不符合标准品 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	正当.v 2102013000	当时 1.0	此时 0.9	此刻 0.8	就在此时 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	左右为难.v 2102013003	困惑 1.0	犹豫 0.9	迷惑 0.8	纠结 0.7	困扰 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	赶到.v 2102013008	赶快 1.0	赶紧 0.9	赶到现场 0.8	赶到现场进行检测 0.7	赶到 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	亲自.v 2102013011	亲力亲为 1.0	亲自动手 0.9	亲自上阵 0.8	亲自出马 0.7	亲自操 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	果断.v 2102013019	坚决 1.0	果敢 0.9	果断 0.8	坚定 0.7	毅然 0.6	果决 0.5	坚实 0.3999999999999999	毅力 0.29999999999999993	铜铁0 -1	铜铁1 -2
RESULT	报告单.v 2102013023	报表 1.0	报告 0.9	报告书 0.8	报告文件 0.7	报告纸 0.6	报告单等 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	如下.v 2102013028	以下 1.0	下列 0.9	以下所述 0.8	下述 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	意见.v 2102013029	评价 1.0	判断 0.9	结论 0.8	观点 0.7	看法 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	责成.v 2102013037	命令 1.0	要求 0.9	指示 0.8	指令 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	有关.v 2102013038	相关 1.0	相应 0.9	相关联 0.8	相关方 0.7	相关部门 0.6	相关人员 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	有关.v 2104015012	相关 1.0	关联 0.9	相关的 0.8	有关系的 0.7	有关的部门 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	有关.v 2107007002	相关 1.0	相应 0.9	相关的 0.8	相应的 0.7	当局 0.6	当地当局 0.5	当地 0.3999999999999999	铜铁0 -1	铜铁1 -2	铜铁2 -3
RESULT	处理.v 2102013041	处置 1.0	处理 0.9	处 0.09999999999999998	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6	铜铁6 -7
RESULT	召开.v 2102014004	举行 1.0	召集 0.9	发起 0.8	开会 0.7	召唤 0.6	召引 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	大会.v 2102014006	会议 1.0	集会 0.9	讨论会 0.8	座谈会 0.7	聚会 0.6	议程会 0.5	论坛 0.3999999999999999	铜铁0 -1	铜铁1 -2	铜铁2 -3
RESULT	一起.v 2102014011	共同 1.0	同时 0.9	共同地 0.8	同步地 0.7	同步 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	讨论.v 2102014012	讨论可以替换为讨论 1.0	调查 0.9	探讨 0.8	探究 0.7	探 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	出现.v 2102014013	出现可以替换为出现 1.0	发生 0.9	存在或者产生 0.8	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6	铜铁6 -7
RESULT	正是.v 2102015000	恰恰 1.0	正是 0.9	果然 0.8	确实 0.7	实际上 0.6	确切地 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	精神.v 2102015009	意志 1.0	决心 0.9	毅力 0.8	勇气 0.7	志向 0.6	信念 0.5	热情 0.3999999999999999	激情 0.29999999999999993	 0.09999999999999998	铜铁0 -1
RESULT	钻具.v 2102015015	钻机 1.0	钻探设备 0.9	钻探工具 0.8	钻头 0.7	钻杆 0.6	钻架 0.5	 0.3999999999999999	铜铁0 -1	铜铁1 -2	铜铁2 -3
RESULT	合格率.v 2102015018	符合率 1.0	合格度 0.9	达标率 0.8	质量标准率 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	保持.v 2102015020	保持100%的质量合格率，维持 1.0	维系 0.9	维护 0.8	保持 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	先后.v 2102015023	顺序 1.0	陆续 0.9	依次 0.8	逐步 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	先后.v 2103017010	顺序 1.0	依次 0.9	逐渐 0.8	接着 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	获得.v 2102015024	赢得 1.0	达到 0.9	获取 0.8	获得认可 0.7	获得承认 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	认定.v 2102015030	认可 1.0	承认 0.9	认准 0.8	批准 0.7	确认 0.6	认证 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	实践.v 2102016001	实施 1.0	实行 0.9	实现 0.8	实际应用 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	体会.v 2102016005	理解 1.0	感受 0.9	领悟 0.8	认识 0.7	获得 0.6	体验 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	看作.v 2102016013	认为 1.0	视为 0.9	把…当作 0.8	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6	铜铁6 -7
RESULT	才能.v 2102016018	唯有 1.0	只有 0.9	仅有 0.8	唯一 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	岂是.v 2103000002	不是 1.0	不可能是 0.9	绝不是 0.8	不会是 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	岂是.v 2103020007	难道是 1.0	会是 0.9	可能是 0.8	有可能是 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	垃圾.v 2103000003	垃圾渣 1.0	废物 0.9	废弃物 0.8	垃圾场 0.7	垃圾堆 0.6	垃圾填埋 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	垃圾.v 2103008006	废物 1.0	废弃物 0.9	废品 0.8	污染物 0.7	残留物 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	垃圾.v 2103010011	废物 1.0	废弃物 0.9	垃圾物 0.8	废料 0.7	废品 0.6	废旧物 0.5	残渣 0.3999999999999999	残 0.29999999999999993	铜铁0 -1	铜铁1 -2
RESULT	垃圾.v 2103016007	废物 1.0	垃圾 0.9	废弃物 0.8	废料 0.7	污染物 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	垃圾.v 2103017018	废物 1.0	废弃物 0.9	垃圾物 0.8	垃圾品 0.7	废料 0.6	废品 0.5	废旧物 0.3999999999999999	废 0.29999999999999993	铜铁0 -1	铜铁1 -2
RESULT	垃圾.v 2103018009	废物 1.0	废弃物 0.9	垃圾物 0.8	垃圾品 0.7	废料 0.6	废品 0.5	废旧物品 0.3999999999999999	铜铁0 -1	铜铁1 -2	铜铁2 -3
RESULT	垃圾.v 2103019017	废物 1.0	废弃物 0.9	垃圾物 0.8	废料 0.7	废品 0.6	残渣 0.5	残留物 0.3999999999999999	污 0.29999999999999993	铜铁0 -1	铜铁1 -2
RESULT	垃圾.v 2103020008	垃圾渣 1.0	废物 0.9	废弃物 0.8	污染物 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	垃圾.v 2103023011	垃圾可以替换为废物 1.0	废弃物 0.9	垃圾物 0.8	垃圾堆 0.7	垃 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	垃圾.v 2103024018	废物 1.0	废弃物 0.9	垃圾物 0.8	废料 0.7	废品 0.6	废旧物 0.5	残留物 0.3999999999999999	残 0.29999999999999993	铜铁0 -1	铜铁1 -2
RESULT	坑.v 2103000004	湖泊 1.0	河道 0.9	水坝 0.8	水库 0.7	水闸 0.6	渠道 0.5	沟渠 0.3999999999999999	洞穴 0.29999999999999993	 0.19999999999999996	铜铁0 -1
RESULT	坑.v 2103020009	湖 1.0	池 0.9	沟 0.8	渠 0.7	洼地 0.6	洞穴 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	见闻.v 2103000009	体验 1.0	观察 0.9	观光 0.8	参观 0.7	游览 0.6	探索 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	附.v 2103000011	附上 1.0	添加 0.9	包含 0.8	附加 0.7	提供 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	图片.v 2103000012	图像 1.0	照片 0.9	照片集 0.8	图表 0.7	图示 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	查清.v 2103001001	探究 1.0	查明 0.9	弄清 0.8	搞清 0.7	调查 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	达.v 2103001016	达可以替换为达到 1.0	达到了 0.9	达成 0.8	达到高度 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	达.v 2104001016	达到 1.0	达成 0.9	达到了 0.8	达到了两千多万公斤 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	达.v 2104004018	达到 1.0	达到了 0.9	达成 0.8	达到高度 0.7	达到最高点 0.6	达到最 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	达.v 2105008004	达成 1.0	达到 0.9	达到目标 0.8	实现 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	观察.v 2103001019	观测 1.0	监测 0.9	观察 0.8	观看 0.7	观摩 0.6	观望 0.5	观瞻 0.3999999999999999	观赏 0.29999999999999993	 0.19999999999999996	铜铁0 -1
RESULT	目睹.v 2103001021	看到 1.0	见证 0.9	观察 0.8	观测 0.7	目击 0.6	见到 0.5	见解 0.3999999999999999	见闻 0.29999999999999993	铜铁0 -1	铜铁1 -2
RESULT	客轮.v 2103001024	游轮 1.0	游船 0.9	客船 0.8	渡轮 0.7	渡船 0.6	旅游船 0.5	游艇 0.3999999999999999	游 0.29999999999999993	铜铁0 -1	铜铁1 -2
RESULT	客轮.v 2103002008	游轮 1.0	渡船 0.9	船只 0.8	舰船 0.7	船舶. 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	客轮.v 2103005007	游轮 1.0	客船 0.9	客运船 0.8	旅客船 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	客轮.v 2103009004	游轮 1.0	客船 0.9	渡轮 0.8	渡船 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	客轮.v 2103015014	游船 1.0	游轮 0.9	客船 0.8	旅游船 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	客轮.v 2103017007	船只 1.0	舰船 0.9	游轮 0.8	渡轮 0.7	汽轮 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	情形.v 2103001029	情况 1.0	状况 0.9	现象 0.8	现状 0.7	形势 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	进入.v 2103002011	进入可以替换为穿过 1.0	通过 0.9	抵达 0.8	到达 0.7	进入 0.6	进口 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	闸室.v 2103002012	锁门 1.0	水闸 0.9	水闸房 0.8	水闸室 0.7	水闸池 0.6	水闸槽. 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	闸室.v 2103010013	污水池 1.0	污水沟 0.9	污水槽 0.8	污水池沟 0.7	污水池槽 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	闸室.v 2103023002	水闸 1.0	水坝 0.9	水库 0.8	水池 0.7	水塘 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	右舷.v 2103003007	右侧 1.0	右边 0.9	右船舱 0.8	右舱壁 0.7	右舱口 0.6	右舱门 0.5	右 0.3999999999999999	铜铁0 -1	铜铁1 -2	铜铁2 -3
RESULT	闸.v 2103003009	水闸 1.0	船闸 0.9	船门 0.8	船口 0.7	船坞 0.6	船廊 0.5	船槽 0.3999999999999999	船道 0.29999999999999993	船孔 0.19999999999999996	 0.09999999999999998
RESULT	闸.v 2103013003	水闸 1.0	关口 0.9	关口处 0.8	关口处的岸边 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	闸.v 2103017014	水闸 1.0	船闸 0.9	拦河坝 0.8	洪闸 0.7	堤坝 0.6	河口 0.5	船坞 0.3999999999999999	铜铁0 -1	铜铁1 -2	铜铁2 -3
RESULT	闸.v 2103024023	水闸 1.0	船闸 0.9	洪闸 0.8	堤坝 0.7	拦河坝 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	丢.v 2103003011	投掷 1.0	抛掷 0.9	抛出 0.8	扔出 0.7	投下 0.6	抛下 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	丢.v 2103027008	投掷 1.0	抛出 0.9	扔 0.8	投放 0.7	抛弃 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	快餐.v 2103003014	食物盒 1.0	午餐盒 0.9	便当盒 0.8	便餐盒 0.7	便利餐盒 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	盒.v 2103003015	箱子 1.0	容器 0.9	盒子 0.8	罐子 0.7	箱 0.6	容积物 0.5	容器物 0.3999999999999999	容器体 0.29999999999999993	容 0.19999999999999996	铜铁0 -1
RESULT	扔.v 2103003017	投掷 1.0	抛掷 0.9	抛出 0.8	投射 0.7	投放 0.6	抛弃 0.5	抛开 0.3999999999999999	投下 0.29999999999999993	铜铁0 -1	铜铁1 -2
RESULT	扔.v 2103004009	投掷 1.0	抛掷 0.9	投入 0.8	抛入 0.7	投下 0.6	抛下 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	扔.v 2103007007	投掷 1.0	抛掷 0.9	投入 0.8	抛入 0.7	投进 0.6	抛进 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	扔.v 2103018008	投掷 1.0	抛撒 0.9	抛弃 0.8	抛出 0.7	投放 0.6	抛射 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	十余次.v 2103003019	多次 1.0	几次 0.9	数次 0.8	若干次 0.7	许多次等 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	轮.v 2103004002	船 1.0	舰 0.9	船只 0.8	航船 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	则.v 2103004004	然后 1.0	而且 0.9	此外 0.8	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6	铜铁6 -7
RESULT	则.v 2103014005	而 1.0	然后 0.9	随后 0.8	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6	铜铁6 -7
RESULT	将.v 2103004006	投放 1.0	抛掷 0.9	投入 0.8	抛弃 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	饭盒.v 2103004008	餐盒 1.0	食物盒 0.9	便当盒 0.8	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6	铜铁6 -7
RESULT	饭盒.v 2103006006	食物盒 1.0	餐盒 0.9	便当盒 0.8	午餐盒 0.7	容器 0.6	容器盒 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	饭盒.v 2103007006	餐盒 1.0	食物盒 0.9	饭团 0.8	便当盒 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	饭盒.v 2103013009	食物盒 1.0	餐盒 0.9	便当盒 0.8	饭团盒等 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	饭盒.v 2103027007	食物盒 1.0	餐盒 0.9	便当盒 0.8	午餐盒 0.7	食品盒 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	进闸.v 2103004010	投入 1.0	抛入 0.9	投放 0.8	抛放 0.7	投进 0.6	抛进 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	进闸.v 2103005014	驶入 1.0	进入 0.9	穿过 0.8	通过 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	进闸.v 2103007008	投入 1.0	抛入 0.9	扔入 0.8	投进 0.7	抛进 0.6	扔进 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	进闸.v 2103009012	驶入 1.0	进入 0.9	穿过 0.8	通过 0.7	抵达 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	进闸.v 2103015018	驶入 1.0	穿过 0.9	通过 0.8	进入 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	进闸.v 2103017008	驶入 1.0	驶进 0.9	进入 0.8	抵达 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
